NA_removal_threshold,model,prediction_window,prospective_accuracy,prospective_auc,prospective_auprc,prospective_brier,prospective_f1,prospective_precision,prospective_recall,retro_accuracy,retro_auc,retro_auprc,retro_brier,retro_f1,retro_precision,retro_recall,test_df_control_ratio
80,xgb-isotonic_knnimpute,0,0.7996418413567892,0.7105274531036794,0.9052922749742056,0.17986504727734384,0.7996418413567892,0.8001054296257248,0.9992100065832785,0.5958003074397764,0.7141769246407373,0.7842709184793195,0.2092226849568961,0.5958003074397764,0.5956253159122422,0.999867829764737,0.25
80,lr_simpleimpute_mean,0,0.800063204466449,0.5,0.800063204466449,0.21067433489812648,0.800063204466449,0.800063204466449,1.0,0.5953265982971899,0.5,0.5953265982971899,0.24157960442144893,0.5953265982971899,0.5953265982971899,1.0,0.25
80,lr_iterativeimpute,0,0.800063204466449,0.5,0.800063204466449,0.21317709826402834,0.800063204466449,0.800063204466449,1.0,0.5953265982971899,0.5,0.5953265982971899,0.24184148364656877,0.5953265982971899,0.5953265982971899,1.0,0.25
80,lr_iterativeimpute,0,0.800063204466449,0.5,0.800063204466449,0.21317709826402834,0.800063204466449,0.800063204466449,1.0,0.5953265982971899,0.5,0.5953265982971899,0.24184148364656877,0.5953265982971899,0.5953265982971899,1.0,0.25
80,classifier_lr_knnimpute,0,0.800063204466449,0.5,0.800063204466449,0.21082572963908877,0.800063204466449,0.800063204466449,1.0,0.5953265982971899,0.5,0.5953265982971899,0.2415915375105872,0.5953265982971899,0.5953265982971899,1.0,0.25
80,nn-simpleimpute-mean,0,0.7837353839671337,0.7036428977247107,0.9055188481852562,0.22325747463402773,0.7837353839671337,0.8211636532220676,0.9328505595786701,0.6264315666290781,0.7090212942186127,0.7887559953950545,0.24068467118933873,0.6264315666290781,0.6231199879653238,0.9439469127241742,0.25
80,nn-simpleimpute-mean,0,0.75634678183925,0.7058281091422939,0.9047426895524868,0.2569469261428567,0.75634678183925,0.844688070999739,0.8521395655036208,0.6420622980622199,0.6996784917851482,0.7821626362956955,0.2854486810956388,0.6420622980622199,0.6518927231620602,0.855868463956776,0.25
80,nn-simpleimpute-mean,0,0.7359106710207521,0.7030072540930441,0.9023246752003631,0.27331474707638104,0.7359106710207521,0.8489711934156379,0.8148782093482554,0.6410358160708207,0.6933335190931051,0.7746377587078279,0.3028624612657226,0.6410358160708207,0.6608388638055953,0.8156837182448524,0.25
80,catboost-isotonic,0,0.800063204466449,0.7213176130100567,0.9079694932722195,0.17797402764762132,0.800063204466449,0.8001264355705405,0.9998683344305465,0.5965106841828862,0.7300701632819906,0.7929563620413871,0.20401313156562084,0.5965106841828862,0.5960761640774517,0.9996017307759131,0.25
80,catboost-isotonic,0,0.800063204466449,0.7361586396685191,0.9166312556224853,0.17538985497760967,0.800063204466449,0.800063204466449,1.0,0.5961160013523721,0.7392101551359331,0.8107070693066945,0.2006604661572854,0.5961160013523721,0.5959007579585144,0.9990695327982655,0.25
80,catboost-isotonic,0,0.801748656905088,0.7546171050084944,0.9251205079466063,0.17177134258675686,0.801748656905088,0.8016686028091667,0.9994733377221856,0.5999054501281398,0.7562576598856388,0.8262329436742917,0.19515559165507887,0.5999054501281398,0.5983451450503137,0.9976112639146277,0.25
80,catboost-isotonic,0,0.8026967239018225,0.7603542344909684,0.9271211897148044,0.17018909006796562,0.8026967239018223,0.8025592216582065,0.9992100065832785,0.600536999994665,0.7616876643366199,0.8304495191915615,0.19321149023012302,0.600536999994665,0.5988222068901093,0.9968182425030496,0.25
80,catboost-isotonic,0,0.8020646792373328,0.7578937948611579,0.9254183715072326,0.17125069857728523,0.8020646792373329,0.8020503064891144,0.9992100065832785,0.5998265733926833,0.7609624576259832,0.8304838935083672,0.19348022798671674,0.5998265733926833,0.5983784661365177,0.9969486542200148,0.25
80,catboost-isotonic,0,0.8023807015695776,0.7733404276425551,0.9337240881190856,0.1678693409237962,0.8023807015695776,0.8022407779304513,0.9993416721527321,0.5999843767224682,0.777895991340747,0.8516179355924481,0.18670384624246936,0.5999843767224682,0.5984102663794417,0.9974817314568114,0.25
80,catboost-isotonic,0,0.8013272937954282,0.7752511045548102,0.9346082115609443,0.1668853692432956,0.8013272937954282,0.8013300960624934,0.9994733377221856,0.5973003863913001,0.7780634074244741,0.851030588215393,0.18660930160926043,0.5973003863913001,0.596665442415609,0.9986756598699231,0.25
80,lr_simpleimpute_mean,0,0.7991151374697145,0.7025517314577349,0.904764480320866,0.18976541727108687,0.7991151374697145,0.8019108280254778,0.9946017116524029,0.5983265318353135,0.695765535259069,0.7792193368578546,0.21717396446194234,0.5983265318353135,0.5976440091613879,0.9954912645955261,0.25
80,lr_iterativeimpute,0,0.7986937743600547,0.7119361290183839,0.9078247261180872,0.18807935282252086,0.7986937743600547,0.8024047669716962,0.9928900592495062,0.5968265027426618,0.7008935528760997,0.7824934102876713,0.21670154304462091,0.5968265027426618,0.5972214053759106,0.9913843154517346,0.25
80,classifier_lr_knnimpute,0,0.7975350258084904,0.7000820655261664,0.9010457260867757,0.19021905580543855,0.7975350258084904,0.8003812347770836,0.9951283739302172,0.596905566448888,0.6897156215637499,0.7707556098066335,0.2194477560104684,0.596905566448888,0.5967431314882607,0.9958877753013151,0.25
80,catboost-isotonic,0,0.8018539976825029,0.7755677123835699,0.9345051812428861,0.16677948904200168,0.8018539976825029,0.8017532741867343,0.9994733377221856,0.5988002409779001,0.7787824488190456,0.8516083265140173,0.18637933786621394,0.5988002409779001,0.597637362645678,0.9980130501753102,0.25
80,catboost-isotonic,0,0.8019593384599178,0.7759880293937487,0.9347423853356929,0.16660602828297366,0.8019593384599178,0.8020293837860691,0.9990783410138249,0.5987213393130075,0.7787776369910653,0.8514877236628138,0.18642271172260702,0.5987213393130075,0.5976089422230833,0.9978817591991961,0.25
80,catboost-isotonic-simpleimpute_mean,0,0.8018539976825029,0.7705121846148297,0.9318336365573817,0.16969537836624796,0.8018539976825029,0.8016895459345301,0.9996050032916393,0.5982475927762672,0.7723432421299061,0.8433252537161515,0.18909251286805748,0.5982475927762672,0.5972703702408371,0.9982747528683895,0.25
80,catboost-isotonic_iterativeimpute,0,0.8015379753502581,0.7628927161469299,0.9284105292709552,0.17012533533842333,0.8015379753502581,0.8014356592420564,0.9996050032916393,0.5984843600945344,0.768160529538173,0.8395092435236631,0.19109247575041216,0.5984843600945344,0.5974421782528624,0.9980095331387147,0.25
80,catboost_knnimpute,0,0.8003792267986938,0.7275008653993567,0.9125968970484573,0.17852730138584288,0.8003792267986939,0.8010139416983524,0.9985516787360106,0.5984056204709758,0.7287088407437149,0.802809506063227,0.20433801472010926,0.5984056204709758,0.5974241934335116,0.997882638458345,0.25
